pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,_has_star_rad,_has_rv_row
V0391 Peg b,V0391 Peg,1,1,1,Pulsation Timing Variations,2007,Multiple Observatories,Published Confirmed,0,<a refstr=SILVOTTI_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007Natur.449..189S/abstract target=ref> Silvotti et al. 2007 </a>,1170.0,44.0,-44.0,0.0,1.7,0.1,-0.1,0.0,,,,,,,,,1017.056,222.481,-222.481,0.0,3.2,0.7,-0.7,0.0,Msini,0.0,,,0.0,,,,,,,,,0.0,<a refstr=SILVOTTI_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007Natur.449..189S/abstract target=ref> Silvotti et al. 2007 </a>,,29300.0,500.0,-500.0,0.0,0.23,0.03,-0.03,0.0,0.5,0.05,-0.05,0.0,,,,,,5.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h04m12.10s,331.0504119,+26d25m07.76s,26.4188227,1195.98,78.465,-78.465,14.769,0.231,-0.231,15.376,0.201,-0.201,14.5897,0.000629,-0.000629,2015-05-14,2007-09,2015-05-14,True,True
V830 Tau b,V830 Tau,0,1,1,Radial Velocity,2016,Multiple Observatories,Published Confirmed,1,<a refstr=DONATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.534..662D/abstract target=ref>Donati et al. 2016</a>,4.93,0.05,-0.05,0.0,0.057,0.001,-0.001,0.0,,,,,,,,,244.7291,47.6745,-47.6745,0.0,0.77,0.15,-0.15,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=DONATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.534..662D/abstract target=ref>Donati et al. 2016</a>,,4250.0,50.0,-50.0,0.0,2.0,0.2,-0.2,0.0,1.0,0.05,-0.05,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m10.04s,68.2918259,+24d33m42.93s,24.5619241,130.111,0.6975,-0.6975,12.23,0.114,-0.114,8.422,0.021,-0.021,11.6928,0.002469,-0.002469,2016-11-30,2016-06,2016-06-23,True,True
WASP-107 c,WASP-107,1,1,2,Radial Velocity,2020,Multiple Observatories,Published Confirmed,0,<a refstr=PIAULET_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...70P/abstract target=ref>Piaulet et al. 2021</a>,1088.0,15.0,-16.0,0.0,,,,,,,,,,,,,115.0,13.0,-13.0,0.0,0.36,0.04,-0.04,0.0,Msini,0.28,0.07,-0.07,0.0,,,,,,,,,0.0,<a refstr=PIAULET_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...70P/abstract target=ref>Piaulet et al. 2021</a>,,4425.0,70.0,-70.0,0.0,0.67,0.02,-0.02,0.0,0.683,0.017,-0.016,0.0,0.02,0.09,-0.09,0.0,[Fe/H],4.633,0.012,-0.012,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h33m32.74s,188.3864277,-10d08m46.37s,-10.1462141,64.7414,0.2617,-0.2596,11.592,0.208,-0.208,8.637,0.023,-0.023,11.174,0.000889,-0.000889,2020-12-10,2021-02,2020-12-17,True,True
WASP-132 d,WASP-132,1,1,3,Radial Velocity,2024,Multiple Observatories,Published Confirmed,0,<a refstr=GRIEVES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A.144G/abstract target=ref>Grieves et al. 2025</a>,1816.6,44.4,-44.4,0.0,2.71,0.12,-0.12,0.0,,,,,,,,,1639.99458012,165.27077164,-165.27077164,0.0,5.16,0.52,-0.52,0.0,Msini,0.12,0.078,-0.078,0.0,0.0363,0.0034,-0.003,0.0,107.0,11.0,-18.0,0.0,0.0,<a refstr=GRIEVES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A.144G/abstract target=ref>Grieves et al. 2025</a>,K4 V,4686.0,99.0,-99.0,0.0,0.758,0.032,-0.032,0.0,0.789,0.039,-0.039,0.0,0.15,0.05,-0.05,0.0,[Fe/H],4.56,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h30m26.21s,217.6091998,-46d09m34.26s,-46.159516,122.91,0.568,-0.562,11.938,0.046,-0.046,9.674,0.024,-0.024,11.7538,0.000341,-0.000341,2025-01-29,2025-01,2025-01-29,True,True
WASP-148 c,WASP-148,0,1,2,Radial Velocity,2020,Haute-Provence Observatory,Published Confirmed,0,<a refstr=WANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926L...8W/abstract target=ref>Wang et al. 2022</a>,34.527,0.024,-0.024,0.0,,,,,,,,,,,,,129.67399006,40.36420769,-27.65107141,0.0,0.408,0.127,-0.087,0.0,Msini,0.351,0.06,-0.064,0.0,,,,,,,,,0.0,<a refstr=WANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926L...8W/abstract target=ref>Wang et al. 2022</a>,,5437.0,21.0,-21.0,0.0,0.905,0.013,-0.014,0.0,0.97,0.046,-0.057,0.0,0.35,0.14,-0.19,0.0,[Fe/H],4.511,0.023,-0.028,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h56m31.32s,254.1305022,+44d18m09.13s,44.3025361,246.353,1.575,-1.555,12.036,0.05,-0.05,10.506,0.017,-0.017,12.0845,0.000275,-0.000275,2022-08-01,2022-02,2022-08-01,True,True
WASP-41 c,WASP-41,1,1,2,Radial Velocity,2015,La Silla Observatory,Published Confirmed,0,<a refstr=NEVEU_VANMALLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv150907750N/abstract target=ref>Neveu-VanMalle et al. 2015</a>,421.0,2.0,-2.0,0.0,1.07,0.03,-0.03,0.0,,,,,,,,,1010.6994,63.566,-63.566,0.0,3.18,0.2,-0.2,0.0,Msini,0.294,0.024,-0.024,0.0,,,,,241.0,2.0,-2.0,0.0,0.0,<a refstr=NEVEU_VANMALLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv150907750N/abstract target=ref>Neveu-VanMalle et al. 2015</a>,,5545.0,33.0,-33.0,0.0,0.87,0.03,-0.03,0.0,0.93,0.07,-0.07,0.0,0.06,0.02,-0.02,0.0,[Fe/H],4.53,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h42m28.51s,190.6188034,-30d38m23.34s,-30.6398176,163.371,1.067,-1.052,11.632,0.018,-0.018,9.677,0.019,-0.019,11.2823,0.001447,-0.001447,2015-10-07,2015-09,2015-10-15,True,True
WASP-47 c,WASP-47,1,1,4,Radial Velocity,2015,La Silla Observatory,Published Confirmed,0,<a refstr=NASCIMBENI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..42N/abstract target=ref>Nascimbeni et al. 2023</a>,589.57,0.02,-0.02,0.0,,,,,,,,,,,,,447.0,18.0,-22.0,-1.0,1.40641928,0.05663433,-0.06921974,-1.0,Mass,0.264,0.007,-0.012,0.0,,,,,,,,,0.0,<a refstr=NASCIMBENI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..42N/abstract target=ref>Nascimbeni et al. 2023</a>,,,,,,1.156,0.009,-0.009,0.0,1.058,0.047,-0.047,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h04m48.74s,331.203092,-12d01m08.64s,-12.019067,264.78,4.888,-4.716,11.936,0.046,-0.046,10.192,0.026,-0.026,11.7889,0.000253,-0.000253,2024-08-16,2023-05,2024-08-16,True,True
WASP-53 c,WASP-53,1,1,2,Radial Velocity,2017,Multiple Facilities,Published Confirmed,0,<a refstr=TRIAUD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T/abstract target=ref>Triaud et al. 2017</a>,2840.0,170.0,-130.0,-1.0,3.73,0.16,-0.14,-1.0,,,,,,,,,5196.5205,270.1555,-260.6206,-1.0,16.35,0.85,-0.82,-1.0,Msini,0.8369,0.0069,-0.007,0.0,,,,,,,,,0.0,<a refstr=TRIAUD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T/abstract target=ref>Triaud et al. 2017</a>,,4953.0,60.0,-60.0,0.0,0.798,0.023,-0.023,0.0,0.839,0.054,-0.054,0.0,0.22,0.11,-0.11,0.0,[Fe/H],4.553,0.019,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h07m38.20s,31.9091639,-20d39m42.63s,-20.661843,201.338,1.38,-1.362,12.591,0.069,-0.069,10.39,0.023,-0.023,12.3473,0.000329,-0.000329,2017-01-31,2017-05,2017-02-02,True,True
WASP-94 B b,WASP-94 B,1,2,2,Radial Velocity,2014,SuperWASP,Published Confirmed,0,<a refstr=NEVEU_VANMALLE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..49N/abstract target=ref>Neveu-VanMalle et al. 2014</a>,2.00839,0.00024,-0.00024,0.0,0.0335,0.0006,-0.0005,0.0,,,,,,,,,196.411,8.899,-9.217,0.0,0.618,0.028,-0.029,0.0,Msini,0.0,,,0.0,,,,,,,,,0.0,<a refstr=NEVEU_VANMALLE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..49N/abstract target=ref>Neveu-VanMalle et al. 2014</a>,F9,6040.0,90.0,-90.0,0.0,1.35,0.12,-0.12,0.0,1.24,0.09,-0.09,0.0,0.23,0.14,-0.14,0.0,[Fe/H],4.26,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h55m09.19s,313.7882932,-34d08m08.61s,-34.135724,208.696,2.064,-2.024,10.589,0.023,-0.023,9.188,0.023,-0.023,10.4055,0.000294,-0.000294,2014-10-03,2014-12,2014-10-03,True,True
Wolf 1061 b,Wolf 1061,1,1,3,Radial Velocity,2015,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,4.8869,0.0005,-0.0005,0.0,0.0375,0.0012,-0.0013,0.0,,,,,,,,,1.91,0.26,-0.25,0.0,0.0060095,0.00081805,-0.00078658,0.0,Msini,0.15,0.13,-0.1,0.0,7.34,,,0.0,,,,,0.0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M3.5,3342.0,49.0,-49.0,0.0,0.307,0.027,-0.027,0.0,0.294,,,0.0,-0.09,0.09,-0.09,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m17.96s,247.5748276,-12d40m03.67s,-12.6676866,4.30592,0.00118,-0.00118,10.1,0.1,-0.1,5.075,0.024,-0.024,8.79444,0.000741,-0.000741,2017-03-29,2017-06,2017-03-30,True,True
Wolf 1061 c,Wolf 1061,1,1,3,Radial Velocity,2015,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,17.8719,0.0059,-0.0059,0.0,0.089,0.0029,-0.0031,0.0,,,,,,,,,3.41,0.43,-0.41,0.0,0.01072901,0.00135292,-0.00129,0.0,Msini,0.11,0.1,-0.07,0.0,1.3,,,0.0,,,,,0.0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M3.5,3342.0,49.0,-49.0,0.0,0.307,0.027,-0.027,0.0,0.294,,,0.0,-0.09,0.09,-0.09,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m17.96s,247.5748276,-12d40m03.67s,-12.6676866,4.30592,0.00118,-0.00118,10.1,0.1,-0.1,5.075,0.024,-0.024,8.79444,0.000741,-0.000741,2017-03-29,2017-06,2017-03-30,True,True
Wolf 1061 d,Wolf 1061,1,1,3,Radial Velocity,2015,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,217.21,0.55,-0.52,0.0,0.47,0.015,-0.017,0.0,,,,,,,,,7.7,1.12,-1.06,0.0,0.02422679,0.0035239,-0.00333512,0.0,Msini,0.55,0.08,-0.09,0.0,0.06,,,0.0,,,,,0.0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M3.5,3342.0,49.0,-49.0,0.0,0.307,0.027,-0.027,0.0,0.294,,,0.0,-0.09,0.09,-0.09,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m17.96s,247.5748276,-12d40m03.67s,-12.6676866,4.30592,0.00118,-0.00118,10.1,0.1,-0.1,5.075,0.024,-0.024,8.79444,0.000741,-0.000741,2017-03-29,2017-06,2017-03-30,True,True
Wolf 1069 b,Wolf 1069,1,1,1,Radial Velocity,2023,Calar Alto Observatory,Published Confirmed,0,<a refstr=KOSSAKOWSKI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670A..84K/abstract target=ref>Kossakowski et al. 2023</a>,15.564,0.015,-0.015,0.0,0.0672,0.0014,-0.0014,0.0,,,,,,,,,1.26,0.21,-0.21,0.0,0.0039644,0.00066073,-0.00066073,0.0,Msini,,,,,0.652,0.029,-0.027,0.0,250.1,6.6,-6.5,0.0,0.0,<a refstr=KOSSAKOWSKI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670A..84K/abstract target=ref>Kossakowski et al. 2023</a>,M5.0 V,3158.0,54.0,-54.0,0.0,0.1813,0.0063,-0.0063,0.0,0.167,0.011,-0.011,0.0,0.07,0.19,-0.19,0.0,[Fe/H],4.93,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h26m05.82s,306.5242477,+58d34m31.10s,58.5753044,9.58341,0.00485,-0.00485,13.993,0.049,-0.049,8.095,0.021,-0.021,12.3653,0.000435,-0.000435,2023-02-25,2023-02,2023-02-25,True,True
XO-2 S b,XO-2 S,0,2,3,Radial Velocity,2014,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=DESIDERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567L...6D/abstract target=ref> Desidera et al. 2014</a>,18.157,0.034,-0.034,0.0,0.1344,0.0025,-0.0025,0.0,,,,,,,,,82.315,4.449,-4.449,0.0,0.259,0.014,-0.014,0.0,Msini,0.18,0.035,-0.035,0.0,,,,,,,,,0.0,<a refstr=DESIDERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567L...6D/abstract target=ref> Desidera et al. 2014</a>,,5399.0,55.0,-55.0,0.0,1.02,0.09,-0.07,0.0,0.982,0.054,-0.054,0.0,0.39,0.05,-0.05,0.0,[Fe/H],4.43,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h48m07.43s,117.0309753,+50d13m00.86s,50.2169068,151.398,0.955,-0.944,11.196,0.012,-0.012,9.272,0.021,-0.021,10.9278,0.000421,-0.000421,2018-04-25,2014-07,2014-07-09,True,True
XO-2 S c,XO-2 S,1,2,3,Radial Velocity,2014,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=DESIDERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567L...6D/abstract target=ref> Desidera et al. 2014</a>,120.8,0.34,-0.34,0.0,0.4756,0.0087,-0.0087,0.0,,,,,,,,,435.409,16.844,-16.844,0.0,1.37,0.053,-0.053,0.0,Msini,0.1528,0.0094,-0.0098,0.0,,,,,,,,,0.0,<a refstr=DESIDERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567L...6D/abstract target=ref> Desidera et al. 2014</a>,,5399.0,55.0,-55.0,0.0,1.02,0.09,-0.07,0.0,0.982,0.054,-0.054,0.0,0.39,0.05,-0.05,0.0,[Fe/H],4.43,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h48m07.43s,117.0309753,+50d13m00.86s,50.2169068,151.398,0.955,-0.944,11.196,0.012,-0.012,9.272,0.021,-0.021,10.9278,0.000421,-0.000421,2014-07-09,2014-07,2014-07-09,True,True
XO-5 b,XO-5,0,1,1,Transit,2008,XO,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,4.18776,,,0.0,0.04872,0.00055,-0.00055,0.0,,,,,,,,,331.81452,10.80622,-10.80622,0.0,1.044,0.034,-0.034,0.0,Msini,0.0,,,0.0,,,,,,,,,0.0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G8 V,5470.0,,,0.0,1.08,0.04,-0.04,0.0,0.88,0.03,-0.03,0.0,0.05,,,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h46m51.93s,116.7163868,+39d05m40.09s,39.0944695,276.211,3.919,-3.812,12.198,0.092,-0.092,10.345,0.018,-0.018,11.9498,0.000237,-0.000237,2018-09-25,2018-11,2018-09-27,True,True
YZ Cet b,YZ Cet,0,1,3,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,1.96876,0.00021,-0.00021,0.0,0.01557,0.00052,-0.00052,0.0,,,,,,,,,0.75,0.13,-0.13,0.0,0.00235975,0.00040902,-0.00040902,0.0,Msini,0.0,0.12,-0.12,0.0,,,,,,,,,0.0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M4.5,3056.0,60.0,-60.0,0.0,0.168,0.009,-0.009,0.0,0.13,0.013,-0.013,0.0,-0.26,0.08,-0.08,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.71207,0.00109,-0.00109,,,,,,,10.4294,0.000576,-0.000576,2017-08-22,2017-09,2017-08-24,True,True
YZ Cet c,YZ Cet,0,1,3,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ROBERTSON_2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...864L..28R/abstract target=ref>Robertson 2018</a>,0.75215,1e-05,-1e-05,0.0,0.0082,0.0002,-0.0002,0.0,,,,,,,,,0.58,0.11,-0.11,0.0,0.00182487,0.0003461,-0.0003461,0.0,Msini,0.05,0.35,-0.05,0.0,,,,,,,,,0.0,<a refstr=ROBERTSON_2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...864L..28R/abstract target=ref>Robertson 2018</a>,M4 V,,,,,0.169,0.001,-0.001,0.0,0.13,0.01,-0.01,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.71207,0.00109,-0.00109,,,,,,,10.4294,0.000576,-0.000576,2019-03-25,2018-09,2019-03-28,True,True
YZ Cet d,YZ Cet,0,1,3,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,4.65627,0.00042,-0.00042,0.0,0.02764,0.00093,-0.00093,0.0,,,,,,,,,1.14,0.17,-0.17,0.0,0.00358682,0.00053488,-0.00053488,0.0,Msini,0.129,0.096,-0.096,0.0,,,,,,,,,0.0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M4.5,3056.0,60.0,-60.0,0.0,0.168,0.009,-0.009,0.0,0.13,0.013,-0.013,0.0,-0.26,0.08,-0.08,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.71207,0.00109,-0.00109,,,,,,,10.4294,0.000576,-0.000576,2017-08-22,2017-09,2017-08-24,True,True
alf Ari b,alf Ari,1,1,1,Radial Velocity,2010,Bohyunsan Optical Astronomical Observatory,Published Confirmed,0,<a refstr=LEE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...529A.134L/abstract target=ref> Lee et al. 2011 </a>,380.8,0.3,-0.3,0.0,1.2,,,0.0,,,,,,,,,572.07,63.563,-63.563,0.0,1.8,0.2,-0.2,0.0,Msini,0.25,0.03,-0.03,0.0,,,,,,,,,0.0,<a refstr=LEE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...529A.134L/abstract target=ref> Lee et al. 2011 </a>,,4553.0,15.0,-15.0,0.0,13.9,0.3,-0.3,0.0,1.5,0.2,-0.2,0.0,-0.09,0.03,-0.03,0.0,[Fe/H],2.33,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h07m10.39s,31.793286,+23d27m44.72s,23.462421,20.21019,0.404367,-0.404367,2.00538,0.023,-0.023,-0.783,0.176,-0.176,,,,2019-01-28,2011-05,2019-01-31,True,True
alf Tau b,alf Tau,1,2,1,Radial Velocity,2015,Multiple Observatories,Published Confirmed,1,<a refstr=HATZES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..31H/abstract target=ref>Hatzes et al. 2015</a>,628.96,0.9,-0.9,0.0,1.46,0.27,-0.27,0.0,,,,,,,,,2056.3601,168.4499,-168.4499,0.0,6.47,0.53,-0.53,0.0,Msini,0.1,0.05,-0.05,0.0,,,,,,,,,0.0,<a refstr=HATZES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..31H/abstract target=ref>Hatzes et al. 2015</a>,K5 III,4055.0,70.0,-70.0,0.0,45.1,0.1,-0.1,0.0,1.13,0.11,-0.11,0.0,-0.27,0.05,-0.05,0.0,[Fe/H],1.2,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h35m55.24s,68.980174,+16d30m33.12s,16.509201,20.4332,0.3214,-0.3214,0.872,0.023,-0.023,-3.044,0.14,-0.14,,,,2015-06-04,2015-08,2015-06-04,True,True
bet Cnc b,bet Cnc,1,2,1,Radial Velocity,2014,Bohyunsan Optical Astronomical Observatory,Published Confirmed,0,<a refstr=LEE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...566A..67L/abstract target=ref> Lee et al. 2014</a>,605.2,4.0,-4.0,0.0,1.7,0.1,-0.1,0.0,,,,,,,,,2479.0,254.3,-254.3,0.0,7.8,0.8,-0.8,0.0,Msini,0.08,0.02,-0.02,0.0,,,,,,,,,0.0,<a refstr=LEE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...566A..67L/abstract target=ref> Lee et al. 2014</a>,K4 III,4092.1,17.5,-17.5,0.0,47.2,1.3,-1.3,0.0,1.7,0.1,-0.1,0.0,-0.29,0.06,-0.06,0.0,[Fe/H],1.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h16m30.87s,124.1286379,+09d11m07.19s,9.1853306,89.0472,7.69152,-7.69152,3.51012,0.023,-0.023,0.19,0.202,-0.202,3.04628,0.0102768,-0.0102768,2014-05-14,2014-06,2014-05-14,True,True
